shipment_id,order_id,warehouse_id,shipping_cost,delivery_time_days,order_status
SHIP-002431,ORD-002431,WH-01,32.54,10.0,Delivered
SHIP-002432,ORD-002432,WH-01,30.03,4.0,Delivered
SHIP-002433,ORD-002433,WH-04,25.11,4.0,Shipped
SHIP-002434,ORD-002434,WH-02,20.97,12.0,Delivered
SHIP-002435,ORD-002435,WH-04,52.43,9.0,Delivered
SHIP-002436,ORD-002436,WH-05,35.16,7.0,Delivered
SHIP-002437,ORD-002437,WH-04,19.02,5.0,Delivered
SHIP-002438,ORD-002438,WH-02,34.05,6.0,Delivered
SHIP-002439,ORD-002439,WH-01,35.28,10.0,Cancelled
SHIP-002440,ORD-002440,WH-04,42.01,4.0,Delivered
SHIP-002441,ORD-002441,WH-01,20.25,6.0,Delivered
SHIP-002442,ORD-002442,WH-01,29.65,5.0,Delivered
SHIP-002443,ORD-002443,WH-04,21.65,7.0,Delivered
SHIP-002444,ORD-002444,WH-02,23.71,7.0,Delivered
SHIP-002445,ORD-002445,WH-04,38.23,10.0,Delivered
SHIP-002446,ORD-002446,WH-04,38.42,6.0,Delivered
SHIP-002447,ORD-002447,WH-01,43.65,5.0,Delivered
SHIP-002448,ORD-002448,WH-03,27.12,,Shipped
SHIP-002449,ORD-002449,WH-01,22.15,6.0,Delivered
SHIP-002450,ORD-002450,WH-01,51.61,6.0,Delivered
SHIP-002451,ORD-002451,WH-01,43.5,28.0,Shipped
SHIP-002452,ORD-002452,WH-01,28.8,12.0,Delivered
SHIP-002453,ORD-002453,WH-05,26.89,6.0,Delivered
SHIP-002454,ORD-002454,WH-01,13.6,12.0,Delivered
SHIP-002455,ORD-002455,WH-04,15.31,6.0,Delivered
SHIP-002456,ORD-002456,WH-02,41.39,4.0,Delivered
SHIP-002457,ORD-002457,WH-02,28.09,5.0,Delivered
SHIP-002458,ORD-002458,WH-05,36.06,6.0,Delivered
SHIP-002459,ORD-002459,WH-04,39.56,5.0,Delivered
SHIP-002460,ORD-002460,WH-02,46.74,6.0,Delivered
SHIP-002461,ORD-002461,WH-02,28.79,2.0,Delivered
SHIP-002462,ORD-002462,WH-01,53.35,5.0,Delivered
SHIP-002463,ORD-002463,WH-01,94.1,7.0,Cancelled
SHIP-002464,ORD-002464,WH-05,37.57,9.0,Delivered
SHIP-002465,ORD-002465,WH-01,45.63,4.0,Shipped
SHIP-002466,ORD-002466,WH-02,28.57,31.0,Shipped
SHIP-002467,ORD-002467,WH-01,53.32,7.0,Delivered
SHIP-002468,ORD-002468,WH-05,31.64,7.0,Cancelled
SHIP-002469,ORD-002469,WH-02,11.69,5.0,Shipped
SHIP-002470,ORD-002470,WH-01,34.89,10.0,Delivered
SHIP-002471,ORD-002471,WH-02,32.77,7.0,Delivered
SHIP-002472,ORD-002472,WH-05,50.53,9.0,Cancelled
SHIP-002473,ORD-002473,WH-03,49.95,9.0,Delivered
SHIP-002474,ORD-002474,WH-01,46.29,10.0,Delivered
SHIP-002475,ORD-002475,WH-05,47.19,5.0,Cancelled
SHIP-002476,ORD-002476,WH-02,53.86,6.0,Delivered
SHIP-002477,ORD-002477,WH-02,33.06,6.0,Delivered
SHIP-002478,ORD-002478,WH-04,31.88,10.0,Shipped
SHIP-002479,ORD-002479,WH-03,25.27,7.0,Delivered
SHIP-002480,ORD-002480,WH-04,44.21,6.0,Delivered
SHIP-002481,ORD-002481,WH-01,49.6,11.0,Delivered
SHIP-002482,ORD-002482,WH-04,28.72,8.0,Delivered
SHIP-002483,ORD-002483,WH-02,44.09,7.0,Delivered
SHIP-002484,ORD-002484,WH-04,48.4,,Delivered
SHIP-002485,ORD-002485,WH-05,21.14,5.0,Shipped
SHIP-002486,ORD-002486,WH-01,36.84,5.0,Delivered
SHIP-002487,ORD-002487,WH-03,37.97,6.0,Cancelled
SHIP-002488,ORD-002488,WH-01,15.91,6.0,Delivered
SHIP-002489,ORD-002489,WH-02,15.97,4.0,Delivered
SHIP-002490,ORD-002490,WH-04,18.98,7.0,Cancelled
SHIP-002491,ORD-002491,WH-01,51.28,8.0,Delivered
SHIP-002492,ORD-002492,WH-05,25.1,8.0,Cancelled
SHIP-002493,ORD-002493,WH-04,13.62,9.0,Cancelled
SHIP-002494,ORD-002494,WH-05,34.26,4.0,Delivered
SHIP-002495,ORD-002495,WH-05,27.67,5.0,Cancelled
SHIP-002496,ORD-002496,WH-04,23.74,6.0,Cancelled
SHIP-002497,ORD-002497,WH-05,28.79,4.0,Delivered
SHIP-002498,ORD-002498,WH-05,11.17,7.0,Delivered
SHIP-002499,ORD-002499,WH-05,41.7,6.0,Delivered
SHIP-002500,ORD-002500,WH-01,25.58,10.0,Shipped
SHIP-002501,ORD-002501,WH-02,182.04999999999998,4.0,Delivered
SHIP-002502,ORD-002502,WH-03,44.89,7.0,Cancelled
SHIP-002503,ORD-002503,WH-01,26.28,7.0,Cancelled
SHIP-002504,ORD-002504,WH-02,18.14,9.0,Delivered
SHIP-002505,ORD-002505,WH-04,30.33,5.0,Delivered
SHIP-002506,ORD-002506,WH-04,44.23,4.0,Cancelled
SHIP-002507,ORD-002507,WH-01,27.69,5.0,Shipped
SHIP-002508,ORD-002508,WH-02,37.94,10.0,Shipped
SHIP-002509,ORD-002509,WH-05,26.18,3.0,Delivered
SHIP-002510,ORD-002510,WH-01,19.12,30.0,Delivered
SHIP-002511,ORD-002511,WH-05,25.16,11.0,Cancelled
SHIP-002512,ORD-002512,WH-02,40.02,2.0,Shipped
SHIP-002513,ORD-002513,WH-05,22.97,7.0,Shipped
SHIP-002514,ORD-002514,WH-04,30.96,7.0,Delivered
SHIP-002515,ORD-002515,WH-05,9.47,10.0,Delivered
SHIP-002516,ORD-002516,WH-03,32.64,7.0,Cancelled
SHIP-002517,ORD-002517,WH-01,28.79,7.0,Delivered
SHIP-002518,ORD-002518,WH-05,28.59,,Shipped
SHIP-002519,ORD-002519,WH-04,32.63,5.0,Delivered
SHIP-002520,ORD-002520,WH-05,13.8,4.0,Delivered
SHIP-002521,ORD-002521,WH-04,42.35,26.0,Delivered
SHIP-002522,ORD-002522,WH-02,7.17,11.0,Delivered
SHIP-002523,ORD-002523,WH-03,101.35,5.0,Shipped
SHIP-002524,ORD-002524,WH-01,26.63,4.0,Delivered
SHIP-002525,ORD-002525,WH-02,52.09,5.0,Shipped
SHIP-002526,ORD-002526,WH-02,15.8,4.0,Delivered
SHIP-002527,ORD-002527,WH-02,44.77,2.0,Delivered
SHIP-002528,ORD-002528,WH-03,170.39999999999998,12.0,Delivered
SHIP-002529,ORD-002529,WH-01,32.39,7.0,Delivered
SHIP-002530,ORD-002530,WH-05,56.83,27.0,Delivered
SHIP-002531,ORD-002531,WH-05,43.37,2.0,Delivered
SHIP-002532,ORD-002532,WH-01,26.91,24.0,Shipped
SHIP-002533,ORD-002533,WH-05,49.48,8.0,Delivered
SHIP-002534,ORD-002534,WH-01,29.7,7.0,Delivered
SHIP-002535,ORD-002535,WH-01,22.31,3.0,Delivered
SHIP-002536,ORD-002536,WH-03,16.81,11.0,Delivered
SHIP-002537,ORD-002537,WH-02,52.93,5.0,Cancelled
SHIP-002538,ORD-002538,WH-05,22.65,7.0,Delivered
SHIP-002539,ORD-002539,WH-01,43.13,5.0,Cancelled
SHIP-002540,ORD-002540,WH-05,32.06,2.0,Delivered
SHIP-002541,ORD-002541,WH-01,31.7,5.0,Delivered
SHIP-002542,ORD-002542,WH-01,14.68,11.0,Delivered
SHIP-002543,ORD-002543,WH-02,24.55,6.0,Delivered
SHIP-002544,ORD-002544,WH-01,27.32,12.0,Delivered
SHIP-002545,ORD-002545,WH-05,11.75,5.0,Cancelled
SHIP-002546,ORD-002546,WH-02,14.13,2.0,Delivered
SHIP-002547,ORD-002547,WH-04,30.93,12.0,Delivered
SHIP-002548,ORD-002548,WH-01,14.2,24.0,Delivered
SHIP-002549,ORD-002549,WH-05,49.68,5.0,Delivered
SHIP-002550,ORD-002550,WH-02,23.72,7.0,Delivered
SHIP-002551,ORD-002551,WH-04,270.75,8.0,Shipped
SHIP-002552,ORD-002552,WH-02,185.25,10.0,Shipped
SHIP-002553,ORD-002553,WH-03,39.82,9.0,Delivered
SHIP-002554,ORD-002554,WH-05,47.73,7.0,Delivered
SHIP-002555,ORD-002555,WH-05,13.01,6.0,Delivered
SHIP-002556,ORD-002556,WH-01,14.71,5.0,Delivered
SHIP-002557,ORD-002557,WH-01,19.7,6.0,Cancelled
SHIP-002558,ORD-002558,WH-05,44.38,5.0,Delivered
SHIP-002559,ORD-002559,WH-01,39.05,26.0,Delivered
SHIP-002560,ORD-002560,WH-04,25.84,5.0,Delivered
SHIP-002561,ORD-002561,WH-04,48.95,4.0,Cancelled
SHIP-002562,ORD-002562,WH-01,38.67,5.0,Delivered
SHIP-002563,ORD-002563,WH-02,186.1,7.0,Cancelled
SHIP-002564,ORD-002564,WH-05,30.35,9.0,Shipped
SHIP-002565,ORD-002565,WH-05,16.2,4.0,Cancelled
SHIP-002566,ORD-002566,WH-03,44.12,9.0,Delivered
SHIP-002567,ORD-002567,WH-05,13.74,2.0,Shipped
SHIP-002568,ORD-002568,WH-01,28.91,6.0,Delivered
SHIP-002569,ORD-002569,WH-05,19.34,5.0,Delivered
SHIP-002570,ORD-002570,WH-02,38.33,4.0,Shipped
SHIP-002571,ORD-002571,WH-03,41.76,10.0,Delivered
SHIP-002572,ORD-002572,WH-03,30.03,25.0,Delivered
SHIP-002573,ORD-002573,WH-03,38.16,6.0,Shipped
SHIP-002574,ORD-002574,WH-02,38.33,4.0,Delivered
SHIP-002575,ORD-002575,WH-02,21.39,6.0,Shipped
SHIP-002576,ORD-002576,WH-02,229.85,10.0,Delivered
SHIP-002577,ORD-002577,WH-04,44.11,2.0,Delivered
SHIP-002578,ORD-002578,WH-01,36.06,6.0,Delivered
SHIP-002579,ORD-002579,WH-05,44.36,7.0,Shipped
SHIP-002580,ORD-002580,WH-02,22.93,8.0,Cancelled
SHIP-002581,ORD-002581,WH-05,42.46,2.0,Delivered
SHIP-002582,ORD-002582,WH-03,27.57,5.0,Shipped
SHIP-002583,ORD-002583,WH-04,42.26,7.0,Delivered
SHIP-002584,ORD-002584,WH-05,14.46,4.0,Delivered
SHIP-002585,ORD-002585,WH-03,8.55,6.0,Shipped
SHIP-002586,ORD-002586,WH-04,52.24,6.0,Cancelled
SHIP-002587,ORD-002587,WH-04,40.28,6.0,Delivered
SHIP-002588,ORD-002588,WH-01,32.76,6.0,Delivered
SHIP-002589,ORD-002589,WH-05,25.42,5.0,Delivered
SHIP-002590,ORD-002590,WH-04,25.23,6.0,Delivered
SHIP-002591,ORD-002591,WH-02,48.12,10.0,Shipped
SHIP-002592,ORD-002592,WH-05,15.61,6.0,Cancelled
SHIP-002593,ORD-002593,WH-02,14.76,4.0,Delivered
SHIP-002594,ORD-002594,WH-01,29.15,4.0,Shipped
SHIP-002595,ORD-002595,WH-04,32.47,11.0,Delivered
SHIP-002596,ORD-002596,WH-01,19.44,2.0,Shipped
SHIP-002597,ORD-002597,WH-01,31.79,7.0,Delivered
SHIP-002598,ORD-002598,WH-03,47.89,4.0,Shipped
SHIP-002599,ORD-002599,WH-01,39.54,7.0,Delivered
SHIP-002600,ORD-002600,WH-04,29.32,,Shipped
SHIP-002601,ORD-002601,WH-04,15.62,2.0,Cancelled
SHIP-002602,ORD-002602,WH-02,50.3,2.0,Delivered
SHIP-002603,ORD-002603,WH-04,47.21,7.0,Delivered
SHIP-002604,ORD-002604,WH-04,42.75,7.0,Delivered
SHIP-002605,ORD-002605,WH-04,17.19,3.0,Delivered
SHIP-002606,ORD-002606,WH-02,21.74,8.0,Delivered
SHIP-002607,ORD-002607,WH-03,23.15,6.0,Delivered
SHIP-002608,ORD-002608,WH-03,33.13,24.0,Shipped
SHIP-002609,ORD-002609,WH-01,51.04,30.0,Delivered
SHIP-002610,ORD-002610,WH-01,14.27,8.0,Shipped
SHIP-002611,ORD-002611,WH-01,109.80000000000001,5.0,Delivered
SHIP-002612,ORD-002612,WH-01,31.87,8.0,Delivered
SHIP-002613,ORD-002613,WH-01,34.6,9.0,Delivered
SHIP-002614,ORD-002614,WH-03,21.78,2.0,Delivered
SHIP-002615,ORD-002615,WH-04,99.80000000000001,8.0,Delivered
SHIP-002616,ORD-002616,WH-01,17.35,2.0,Delivered
SHIP-002617,ORD-002617,WH-04,48.34,7.0,Delivered
SHIP-002618,ORD-002618,WH-02,44.31,5.0,Cancelled
SHIP-002619,ORD-002619,WH-03,54.75,5.0,Delivered
SHIP-002620,ORD-002620,WH-04,29.38,6.0,Delivered
SHIP-002621,ORD-002621,WH-01,214.35,7.0,Delivered
SHIP-002622,ORD-002622,WH-04,26.08,8.0,Shipped
SHIP-002623,ORD-002623,WH-01,14.11,10.0,Delivered
SHIP-002624,ORD-002624,WH-02,18.03,5.0,Cancelled
SHIP-002625,ORD-002625,WH-04,33.1,,Delivered
SHIP-002626,ORD-002626,WH-03,52.31,6.0,Cancelled
SHIP-002627,ORD-002627,WH-05,34.7,24.0,Delivered
SHIP-002628,ORD-002628,WH-04,27.99,9.0,Delivered
SHIP-002629,ORD-002629,WH-05,41.32,5.0,Delivered
SHIP-002630,ORD-002630,WH-02,22.5,7.0,Cancelled
SHIP-002631,ORD-002631,WH-02,22.3,4.0,Delivered
SHIP-002632,ORD-002632,WH-02,53.95,7.0,Shipped
SHIP-002633,ORD-002633,WH-02,19.79,6.0,Delivered
SHIP-002634,ORD-002634,WH-04,46.54,8.0,Delivered
SHIP-002635,ORD-002635,WH-02,19.2,5.0,Cancelled
SHIP-002636,ORD-002636,WH-05,33.17,7.0,Shipped
SHIP-002637,ORD-002637,WH-01,47.15,7.0,Shipped
SHIP-002638,ORD-002638,WH-05,36.68,6.0,Cancelled
SHIP-002639,ORD-002639,WH-01,16.72,7.0,Cancelled
SHIP-002640,ORD-002640,WH-05,34.9,6.0,Cancelled
SHIP-002641,ORD-002641,WH-01,49.84,7.0,Delivered
SHIP-002642,ORD-002642,WH-04,28.33,7.0,Shipped
SHIP-002643,ORD-002643,WH-04,16.56,10.0,Delivered
SHIP-002644,ORD-002644,WH-05,16.12,6.0,Delivered
SHIP-002645,ORD-002645,WH-05,9.4,,Cancelled
SHIP-002646,ORD-002646,WH-02,21.04,12.0,Shipped
SHIP-002647,ORD-002647,WH-05,40.88,4.0,Delivered
SHIP-002648,ORD-002648,WH-05,35.32,6.0,Cancelled
SHIP-002649,ORD-002649,WH-03,56.19,3.0,Delivered
SHIP-002650,ORD-002650,WH-01,38.44,4.0,Delivered
SHIP-002651,ORD-002651,WH-04,40.82,5.0,Cancelled
SHIP-002652,ORD-002652,WH-05,54.82,4.0,Delivered
SHIP-002653,ORD-002653,WH-02,35.96,5.0,Delivered
SHIP-002654,ORD-002654,WH-02,34.83,4.0,Delivered
SHIP-002655,ORD-002655,WH-02,47.19,5.0,Shipped
SHIP-002656,ORD-002656,WH-01,27.12,2.0,Cancelled
SHIP-002657,ORD-002657,WH-03,45.43,6.0,Delivered
SHIP-002658,ORD-002658,WH-05,49.45,10.0,Delivered
SHIP-002659,ORD-002659,WH-01,14.09,4.0,Delivered
SHIP-002660,ORD-002660,WH-02,32.12,7.0,Delivered
SHIP-002661,ORD-002661,WH-02,40.06,10.0,Cancelled
SHIP-002662,ORD-002662,WH-02,29.7,5.0,Delivered
SHIP-002663,ORD-002663,WH-02,23.5,3.0,Delivered
SHIP-002664,ORD-002664,WH-01,15.7,7.0,Delivered
SHIP-002665,ORD-002665,WH-05,36.58,8.0,Delivered
SHIP-002666,ORD-002666,WH-02,49.64,10.0,Delivered
SHIP-002667,ORD-002667,WH-01,37.47,3.0,Cancelled
SHIP-002668,ORD-002668,WH-02,12.63,4.0,Shipped
SHIP-002669,ORD-002669,WH-04,36.33,3.0,Shipped
SHIP-002670,ORD-002670,WH-01,48.42,5.0,Delivered
SHIP-002671,ORD-002671,WH-03,12.12,8.0,Delivered
SHIP-002672,ORD-002672,WH-03,33.86,8.0,Delivered
SHIP-002673,ORD-002673,WH-01,46.69,7.0,Delivered
SHIP-002674,ORD-002674,WH-04,17.56,26.0,Shipped
SHIP-002675,ORD-002675,WH-03,21.06,10.0,Delivered
SHIP-002676,ORD-002676,WH-02,17.14,3.0,Delivered
SHIP-002677,ORD-002677,WH-05,45.6,7.0,Delivered
SHIP-002678,ORD-002678,WH-02,50.21,4.0,Delivered
SHIP-002679,ORD-002679,WH-02,48.09,4.0,Delivered
SHIP-002680,ORD-002680,WH-01,15.92,4.0,Delivered
SHIP-002681,ORD-002681,WH-02,198.45,3.0,Cancelled
SHIP-002682,ORD-002682,WH-03,41.54,7.0,Delivered
SHIP-002683,ORD-002683,WH-01,13.99,2.0,Shipped
SHIP-002684,ORD-002684,WH-03,272.75,6.0,Delivered
SHIP-002685,ORD-002685,WH-03,52.33,5.0,Delivered
SHIP-002686,ORD-002686,WH-04,15.89,4.0,Cancelled
SHIP-002687,ORD-002687,WH-04,17.6,8.0,Delivered
SHIP-002688,ORD-002688,WH-02,28.1,6.0,Cancelled
SHIP-002689,ORD-002689,WH-02,12.55,6.0,Delivered
SHIP-002690,ORD-002690,WH-01,10.8,26.0,Delivered
SHIP-002691,ORD-002691,WH-03,14.38,8.0,Delivered
SHIP-002692,ORD-002692,WH-05,30.15,4.0,Delivered
SHIP-002693,ORD-002693,WH-04,48.71,6.0,Delivered
SHIP-002694,ORD-002694,WH-03,14.14,6.0,Delivered
SHIP-002695,ORD-002695,WH-03,40.81,2.0,Delivered
SHIP-002696,ORD-002696,WH-02,33.19,7.0,Delivered
SHIP-002697,ORD-002697,WH-01,50.18,4.0,Shipped
SHIP-002698,ORD-002698,WH-03,51.12,8.0,Cancelled
SHIP-002699,ORD-002699,WH-03,54.97,11.0,Shipped
SHIP-002700,ORD-002700,WH-02,34.89,4.0,Delivered
SHIP-002701,ORD-002701,WH-03,24.48,5.0,Delivered
SHIP-002702,ORD-002702,WH-04,18.79,4.0,Delivered
SHIP-002703,ORD-002703,WH-01,16.99,5.0,Shipped
SHIP-002704,ORD-002704,WH-01,39.89,5.0,Delivered
SHIP-002705,ORD-002705,WH-01,50.37,31.0,Delivered
SHIP-002706,ORD-002706,WH-03,21.82,8.0,Cancelled
SHIP-002707,ORD-002707,WH-03,43.91,10.0,Delivered
SHIP-002708,ORD-002708,WH-04,44.25,4.0,Cancelled
SHIP-002709,ORD-002709,WH-04,52.44,3.0,Delivered
SHIP-002710,ORD-002710,WH-01,16.21,5.0,Delivered
SHIP-002711,ORD-002711,WH-03,57.24,4.0,Delivered
SHIP-002712,ORD-002712,WH-03,30.3,12.0,Cancelled
SHIP-002713,ORD-002713,WH-01,17.68,12.0,Cancelled
SHIP-002714,ORD-002714,WH-05,54.73,4.0,Shipped
SHIP-002715,ORD-002715,WH-03,17.25,3.0,Cancelled
SHIP-002716,ORD-002716,WH-05,44.43,5.0,Shipped
SHIP-002717,ORD-002717,WH-03,49.53,7.0,Shipped
SHIP-002718,ORD-002718,WH-05,46.1,8.0,Delivered
SHIP-002719,ORD-002719,WH-01,29.68,8.0,Delivered
SHIP-002720,ORD-002720,WH-01,40.93,4.0,Delivered
SHIP-002721,ORD-002721,WH-05,31.56,6.0,Shipped
SHIP-002722,ORD-002722,WH-01,25.95,2.0,Delivered
SHIP-002723,ORD-002723,WH-03,54.81,2.0,Cancelled
SHIP-002724,ORD-002724,WH-02,40.9,12.0,Cancelled
SHIP-002725,ORD-002725,WH-05,55.25,8.0,Delivered
SHIP-002726,ORD-002726,WH-03,45.42,2.0,Delivered
SHIP-002727,ORD-002727,WH-04,18.92,2.0,Delivered
SHIP-002728,ORD-002728,WH-01,53.39,8.0,Delivered
SHIP-002729,ORD-002729,WH-01,49.34,5.0,Shipped
SHIP-002730,ORD-002730,WH-03,27.71,9.0,Delivered
SHIP-002731,ORD-002731,WH-05,220.04999999999998,5.0,Delivered
SHIP-002732,ORD-002732,WH-01,50.42,10.0,Shipped
SHIP-002733,ORD-002733,WH-02,13.74,7.0,Cancelled
SHIP-002734,ORD-002734,WH-01,188.2,32.0,Delivered
SHIP-002735,ORD-002735,WH-04,35.85,2.0,Delivered
SHIP-002736,ORD-002736,WH-03,52.35,10.0,Delivered
SHIP-002737,ORD-002737,WH-03,16.66,4.0,Delivered
SHIP-002738,ORD-002738,WH-04,37.68,6.0,Delivered
SHIP-002739,ORD-002739,WH-04,16.51,5.0,Delivered
SHIP-002740,ORD-002740,WH-05,39.67,5.0,Delivered
SHIP-002741,ORD-002741,WH-02,43.97,6.0,Delivered
SHIP-002742,ORD-002742,WH-03,52.36,6.0,Cancelled
SHIP-002743,ORD-002743,WH-03,24.37,6.0,Delivered
SHIP-002744,ORD-002744,WH-01,17.95,3.0,Delivered
SHIP-002745,ORD-002745,WH-01,53.28,5.0,Delivered
SHIP-002746,ORD-002746,WH-03,48.92,5.0,Shipped
SHIP-002747,ORD-002747,WH-02,19.68,7.0,Delivered
SHIP-002748,ORD-002748,WH-01,18.93,5.0,Delivered
SHIP-002749,ORD-002749,WH-05,35.88,9.0,Delivered
SHIP-002750,ORD-002750,WH-01,26.85,4.0,Cancelled
SHIP-002751,ORD-002751,WH-05,44.52,2.0,Shipped
SHIP-002752,ORD-002752,WH-05,19.75,6.0,Delivered
SHIP-002753,ORD-002753,WH-04,53.12,8.0,Delivered
SHIP-002754,ORD-002754,WH-01,52.88,6.0,Shipped
SHIP-002755,ORD-002755,WH-03,26.31,9.0,Delivered
SHIP-002756,ORD-002756,WH-05,15.26,9.0,Delivered
SHIP-002757,ORD-002757,WH-01,32.95,10.0,Delivered
SHIP-002758,ORD-002758,WH-04,41.53,10.0,Delivered
SHIP-002759,ORD-002759,WH-01,45.34,3.0,Delivered
SHIP-002760,ORD-002760,WH-02,13.51,7.0,Delivered
SHIP-002761,ORD-002761,WH-02,32.52,22.0,Shipped
SHIP-002762,ORD-002762,WH-02,49.34,6.0,Cancelled
SHIP-002763,ORD-002763,WH-03,32.67,6.0,Delivered
SHIP-002764,ORD-002764,WH-03,15.19,4.0,Delivered
SHIP-002765,ORD-002765,WH-02,18.53,9.0,Delivered
SHIP-002766,ORD-002766,WH-03,12.27,7.0,Shipped
SHIP-002767,ORD-002767,WH-02,33.32,6.0,Cancelled
SHIP-002768,ORD-002768,WH-03,24.87,4.0,Delivered
SHIP-002769,ORD-002769,WH-04,50.91,4.0,Cancelled
SHIP-002770,ORD-002770,WH-05,30.34,7.0,Delivered
SHIP-002771,ORD-002771,WH-01,39.77,6.0,Shipped
SHIP-002772,ORD-002772,WH-05,18.96,7.0,Delivered
SHIP-002773,ORD-002773,WH-02,12.92,,Delivered
SHIP-002774,ORD-002774,WH-01,18.14,7.0,Delivered
SHIP-002775,ORD-002775,WH-02,16.73,5.0,Delivered
SHIP-002776,ORD-002776,WH-01,14.54,3.0,Delivered
SHIP-002777,ORD-002777,WH-02,175.45000000000002,6.0,Shipped
SHIP-002778,ORD-002778,WH-01,26.64,6.0,Delivered
SHIP-002779,ORD-002779,WH-01,19.95,5.0,Shipped
SHIP-002780,ORD-002780,WH-01,54.32,7.0,Delivered
SHIP-002781,ORD-002781,WH-04,43.13,7.0,Shipped
SHIP-002782,ORD-002782,WH-01,40.97,10.0,Shipped
SHIP-002783,ORD-002783,WH-01,14.54,7.0,Delivered
SHIP-002784,ORD-002784,WH-01,198.35000000000002,11.0,Cancelled
SHIP-002785,ORD-002785,WH-03,18.91,7.0,Delivered
SHIP-002786,ORD-002786,WH-04,30.51,7.0,Delivered
SHIP-002787,ORD-002787,WH-01,29.52,7.0,Delivered
SHIP-002788,ORD-002788,WH-02,39.25,7.0,Delivered
SHIP-002789,ORD-002789,WH-04,51.38,,Delivered
SHIP-002790,ORD-002790,WH-04,24.56,4.0,Shipped
SHIP-002791,ORD-002791,WH-05,28.98,8.0,Delivered
SHIP-002792,ORD-002792,WH-02,17.14,7.0,Delivered
SHIP-002793,ORD-002793,WH-02,41.05,8.0,Delivered
SHIP-002794,ORD-002794,WH-05,25.42,4.0,Delivered
SHIP-002795,ORD-002795,WH-04,25.78,6.0,Delivered
SHIP-002796,ORD-002796,WH-05,12.08,7.0,Delivered
SHIP-002797,ORD-002797,WH-04,33.25,6.0,Delivered
SHIP-002798,ORD-002798,WH-03,88.69999999999999,8.0,Delivered
SHIP-002799,ORD-002799,WH-04,13.24,7.0,Delivered
SHIP-002800,ORD-002800,WH-05,50.18,6.0,Delivered
SHIP-002801,ORD-002801,WH-03,35.66,6.0,Cancelled
SHIP-002802,ORD-002802,WH-04,17.32,6.0,Delivered
SHIP-002803,ORD-002803,WH-04,19.51,9.0,Delivered
SHIP-002804,ORD-002804,WH-01,42.35,7.0,Shipped
SHIP-002805,ORD-002805,WH-01,50.8,7.0,Delivered
SHIP-002806,ORD-002806,WH-02,49.51,9.0,Delivered
SHIP-002807,ORD-002807,WH-05,19.43,7.0,Delivered
SHIP-002808,ORD-002808,WH-03,31.9,5.0,Delivered
SHIP-002809,ORD-002809,WH-05,43.69,10.0,Shipped
SHIP-002810,ORD-002810,WH-05,14.58,3.0,Cancelled
SHIP-002811,ORD-002811,WH-04,8.03,3.0,Delivered
SHIP-002812,ORD-002812,WH-02,86.8,5.0,Delivered
SHIP-002813,ORD-002813,WH-03,9.79,5.0,Delivered
SHIP-002814,ORD-002814,WH-01,20.77,,Delivered
SHIP-002815,ORD-002815,WH-05,11.02,4.0,Cancelled
SHIP-002816,ORD-002816,WH-03,48.47,8.0,Delivered
SHIP-002817,ORD-002817,WH-03,25.55,8.0,Shipped
SHIP-002818,ORD-002818,WH-05,23.46,,Delivered
SHIP-002819,ORD-002819,WH-05,27.87,6.0,Delivered
SHIP-002820,ORD-002820,WH-04,44.58,8.0,Delivered
SHIP-002821,ORD-002821,WH-02,22.8,,Delivered
SHIP-002822,ORD-002822,WH-03,53.27,2.0,Shipped
SHIP-002823,ORD-002823,WH-05,29.41,8.0,Shipped
SHIP-002824,ORD-002824,WH-05,10.82,,Cancelled
SHIP-002825,ORD-002825,WH-01,34.42,3.0,Delivered
SHIP-002826,ORD-002826,WH-02,16.2,9.0,Delivered
SHIP-002827,ORD-002827,WH-05,26.6,12.0,Cancelled
SHIP-002828,ORD-002828,WH-01,18.4,8.0,Delivered
SHIP-002829,ORD-002829,WH-02,25.27,4.0,Delivered
SHIP-002830,ORD-002830,WH-03,54.23,10.0,Shipped
SHIP-002831,ORD-002831,WH-01,48.61,4.0,Delivered
SHIP-002832,ORD-002832,WH-03,42.23,6.0,Delivered
SHIP-002833,ORD-002833,WH-02,56.3,3.0,Delivered
SHIP-002834,ORD-002834,WH-01,44.89,3.0,Shipped
SHIP-002835,ORD-002835,WH-05,36.17,8.0,Delivered
SHIP-002836,ORD-002836,WH-05,47.0,9.0,Delivered
SHIP-002837,ORD-002837,WH-04,43.08,6.0,Shipped
SHIP-002838,ORD-002838,WH-01,43.68,4.0,Delivered
SHIP-002839,ORD-002839,WH-03,51.08,7.0,Delivered
SHIP-002840,ORD-002840,WH-03,48.96,6.0,Shipped
SHIP-002841,ORD-002841,WH-02,26.82,5.0,Delivered
SHIP-002842,ORD-002842,WH-04,33.38,10.0,Cancelled
SHIP-002843,ORD-002843,WH-03,49.17,3.0,Delivered
SHIP-002844,ORD-002844,WH-02,40.02,7.0,Cancelled
SHIP-002845,ORD-002845,WH-01,37.86,,Cancelled
SHIP-002846,ORD-002846,WH-01,37.14,9.0,Delivered
SHIP-002847,ORD-002847,WH-04,21.19,10.0,Cancelled
SHIP-002848,ORD-002848,WH-04,41.37,10.0,Delivered
SHIP-002849,ORD-002849,WH-01,49.54,2.0,Delivered
SHIP-002850,ORD-002850,WH-01,9.51,26.0,Delivered
SHIP-002851,ORD-002851,WH-01,23.18,8.0,Delivered
